ZIP,Population,NonHispanic,Hispanic,%Hispanic,Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%,OTHERS,%,Other Central American,%, Other South American,%,Other Hispanic,%,Spaniard,Spanish,Spanish American,All other Hispanic
33319,44420,38041,6379,0.14,620,0.10,1260,0.20,581,0.09,418,0.07,64,0.01,114,0.02,253,0.04,109,0.02,100,0.02,287,0.05,175,0.03,17,0.00,49,0.01,1013,0.16,238,0.04,8,0.00,343,0.05,42,0.01,224,0.04,464,0.07,2,0.00,14,0.00,448,0.07,61,23,2,362
33321,44327,32952,11375,0.26,384,0.03,2340,0.21,1123,0.10,627,0.06,78,0.01,81,0.01,147,0.01,128,0.01,134,0.01,161,0.01,280,0.02,48,0.00,99,0.01,3231,0.28,388,0.03,13,0.00,781,0.07,102,0.01,535,0.05,695,0.06,1,0.00,12,0.00,682,0.06,98,59,1,524
33322,37858,29195,8663,0.23,298,0.03,1611,0.19,1433,0.17,546,0.06,63,0.01,89,0.01,149,0.02,127,0.01,105,0.01,137,0.02,251,0.03,32,0.00,78,0.01,1812,0.21,345,0.04,5,0.00,561,0.06,95,0.01,356,0.04,570,0.07,2,0.00,19,0.00,549,0.06,91,29,0,429
33323,18929,13696,5233,0.28,189,0.04,1024,0.20,913,0.17,242,0.05,32,0.01,70,0.01,86,0.02,67,0.01,32,0.01,101,0.02,90,0.02,13,0.00,32,0.01,1080,0.21,277,0.05,2,0.00,308,0.06,26,0.01,323,0.06,326,0.06,1,0.00,8,0.00,317,0.06,51,26,0,240
33324,42847,32798,10049,0.24,484,0.05,1822,0.18,1551,0.15,546,0.05,69,0.01,117,0.01,112,0.01,184,0.02,100,0.01,95,0.01,238,0.02,55,0.01,140,0.01,2010,0.20,453,0.05,10,0.00,759,0.08,45,0.00,577,0.06,682,0.07,3,0.00,20,0.00,659,0.07,118,46,0,495
33325,27570,18767,8803,0.32,555,0.06,1746,0.20,1795,0.20,408,0.05,62,0.01,213,0.02,200,0.02,168,0.02,61,0.01,232,0.03,207,0.02,27,0.00,89,0.01,1295,0.15,211,0.02,5,0.00,514,0.06,55,0.01,471,0.05,489,0.06,0,0.00,8,0.00,481,0.05,101,12,1,367
33326,31257,17500,13757,0.44,410,0.03,1381,0.10,1741,0.13,488,0.04,43,0.00,131,0.01,114,0.01,162,0.01,77,0.01,133,0.01,315,0.02,53,0.00,156,0.01,3802,0.28,518,0.04,10,0.00,1047,0.08,51,0.00,2271,0.17,854,0.06,0,0.00,9,0.00,845,0.06,206,47,1,591
33327,22658,12018,10640,0.47,560,0.05,965,0.09,958,0.09,336,0.03,32,0.00,104,0.01,59,0.01,76,0.01,42,0.00,80,0.01,473,0.04,48,0.00,121,0.01,2537,0.24,353,0.03,15,0.00,549,0.05,58,0.01,2651,0.25,623,0.06,1,0.00,4,0.00,618,0.06,205,40,0,373
33328,27415,21758,5657,0.21,246,0.04,977,0.17,1656,0.29,276,0.05,59,0.01,62,0.01,76,0.01,82,0.01,45,0.01,63,0.01,127,0.02,17,0.00,77,0.01,770,0.14,214,0.04,2,0.00,283,0.05,28,0.00,240,0.04,357,0.06,0,0.00,2,0.00,355,0.06,109,19,2,225
33330,14107,10547,3560,0.25,113,0.03,395,0.11,1598,0.45,182,0.05,32,0.01,39,0.01,35,0.01,48,0.01,30,0.01,15,0.00,46,0.01,2,0.00,13,0.00,468,0.13,84,0.02,6,0.00,122,0.03,12,0.00,142,0.04,178,0.05,0,0.00,2,0.00,176,0.05,55,12,0,109
33331,23204,14574,8630,0.37,323,0.04,911,0.11,2501,0.29,288,0.03,51,0.01,52,0.01,64,0.01,74,0.01,71,0.01,56,0.01,243,0.03,23,0.00,54,0.01,1616,0.19,248,0.03,5,0.00,311,0.04,41,0.00,1221,0.14,477,0.06,0,0.00,4,0.00,473,0.05,136,37,2,298
33332,11199,6820,4379,0.39,203,0.05,401,0.09,1046,0.24,192,0.04,20,0.00,53,0.01,21,0.00,53,0.01,9,0.00,31,0.01,94,0.02,21,0.00,44,0.01,903,0.21,106,0.02,4,0.00,120,0.03,18,0.00,781,0.18,259,0.06,3,0.00,2,0.00,254,0.06,81,15,0,158
33334,28749,20765,7984,0.28,1142,0.14,1039,0.13,1034,0.13,274,0.03,48,0.01,519,0.07,357,0.04,124,0.02,45,0.01,980,0.12,159,0.02,35,0.00,65,0.01,512,0.06,154,0.02,9,0.00,379,0.05,204,0.03,177,0.02,728,0.09,9,0.00,15,0.00,704,0.09,81,54,2,567
33351,32890,24433,8457,0.26,276,0.03,1769,0.21,916,0.11,563,0.07,90,0.01,109,0.01,185,0.02,149,0.02,132,0.02,122,0.01,187,0.02,34,0.00,84,0.01,1751,0.21,363,0.04,7,0.00,671,0.08,38,0.00,443,0.05,568,0.07,5,0.00,13,0.00,550,0.07,76,18,5,451
33401,24879,21337,3542,0.14,475,0.13,686,0.19,497,0.14,167,0.05,38,0.01,628,0.18,85,0.02,48,0.01,24,0.01,15,0.00,68,0.02,8,0.00,20,0.01,270,0.08,70,0.02,3,0.00,66,0.02,17,0.00,42,0.01,315,0.09,0,0.00,6,0.00,309,0.09,59,41,3,206
33403,12042,10829,1213,0.10,179,0.15,302,0.25,94,0.08,34,0.03,19,0.02,93,0.08,64,0.05,37,0.03,17,0.01,14,0.01,19,0.02,5,0.00,0,0.00,100,0.08,26,0.02,0,0.00,60,0.05,15,0.01,25,0.02,110,0.09,0,0.00,0,0.00,110,0.09,5,6,0,99
33404,27489,26090,1399,0.05,227,0.16,250,0.18,169,0.12,41,0.03,6,0.00,218,0.16,74,0.05,48,0.03,20,0.01,22,0.02,17,0.01,0,0.00,7,0.01,105,0.08,12,0.01,0,0.00,21,0.02,5,0.00,19,0.01,138,0.10,2,0.00,0,0.00,136,0.10,35,6,0,95
33405,19155,9074,10081,0.53,1337,0.13,948,0.09,3973,0.39,328,0.03,72,0.01,1468,0.15,304,0.03,267,0.03,12,0.00,91,0.01,90,0.01,20,0.00,37,0.00,296,0.03,90,0.01,9,0.00,135,0.01,68,0.01,54,0.01,482,0.05,21,0.00,5,0.00,456,0.05,57,17,0,382
33406,26312,14308,12004,0.46,1577,0.13,1565,0.13,4456,0.37,471,0.04,101,0.01,362,0.03,659,0.05,199,0.02,14,0.00,172,0.01,175,0.01,33,0.00,55,0.00,804,0.07,192,0.02,6,0.00,218,0.02,89,0.01,122,0.01,734,0.06,3,0.00,3,0.00,728,0.06,67,32,2,627
33407,29659,24990,4669,0.16,663,0.14,614,0.13,282,0.06,148,0.03,16,0.00,1896,0.41,119,0.03,79,0.02,21,0.00,35,0.01,54,0.01,10,0.00,8,0.00,154,0.03,40,0.01,2,0.00,64,0.01,9,0.00,32,0.01,423,0.09,5,0.00,3,0.00,415,0.09,27,42,1,345
33408,16921,15891,1030,0.06,111,0.11,176,0.17,285,0.28,27,0.03,7,0.01,102,0.10,5,0.00,9,0.01,6,0.01,19,0.02,23,0.02,2,0.00,13,0.01,64,0.06,28,0.03,4,0.00,28,0.03,6,0.01,18,0.02,97,0.09,2,0.00,0,0.00,95,0.09,31,13,4,47
33409,29140,21081,8059,0.28,1686,0.21,1289,0.16,939,0.12,439,0.05,50,0.01,1135,0.14,280,0.03,225,0.03,52,0.01,221,0.03,102,0.01,27,0.00,46,0.01,566,0.07,116,0.01,1,0.00,143,0.02,53,0.01,98,0.01,591,0.07,4,0.00,2,0.00,585,0.07,39,40,11,495
33410,32570,28996,3574,0.11,440,0.12,652,0.18,585,0.16,91,0.03,27,0.01,247,0.07,100,0.03,51,0.01,18,0.01,39,0.01,98,0.03,5,0.00,61,0.02,463,0.13,104,0.03,5,0.00,173,0.05,21,0.01,84,0.02,310,0.09,0,0.00,12,0.00,298,0.08,84,21,3,190
33411,65245,52503,12742,0.20,1329,0.10,2927,0.23,2727,0.21,843,0.07,100,0.01,198,0.02,288,0.02,255,0.02,83,0.01,140,0.01,158,0.01,51,0.00,80,0.01,1670,0.13,309,0.02,17,0.00,389,0.03,101,0.01,353,0.03,724,0.06,1,0.00,13,0.00,710,0.06,156,42,2,510
33412,14414,12505,1909,0.13,161,0.08,387,0.20,643,0.34,58,0.03,11,0.01,40,0.02,31,0.02,21,0.01,20,0.01,13,0.01,20,0.01,13,0.01,14,0.01,204,0.11,60,0.03,1,0.00,44,0.02,7,0.00,28,0.01,133,0.07,0,0.00,9,0.00,124,0.07,30,14,0,80
33413,15162,10242,4920,0.32,577,0.12,1025,0.21,977,0.20,317,0.06,39,0.01,125,0.03,150,0.03,102,0.02,38,0.01,73,0.01,58,0.01,15,0.00,19,0.00,728,0.15,103,0.02,3,0.00,134,0.03,41,0.01,118,0.02,278,0.06,3,0.00,1,0.00,274,0.06,24,22,7,221
33414,53718,42862,10856,0.20,1202,0.11,1975,0.18,2141,0.20,666,0.06,107,0.01,126,0.01,159,0.01,186,0.02,74,0.01,128,0.01,410,0.04,58,0.01,110,0.01,1501,0.14,379,0.03,18,0.00,422,0.04,117,0.01,406,0.04,671,0.06,7,0.00,13,0.00,651,0.06,193,71,2,385
33415,44963,24319,20644,0.46,4017,0.19,3142,0.15,4384,0.21,1035,0.05,139,0.01,831,0.04,1170,0.06,443,0.02,67,0.00,455,0.02,292,0.01,51,0.00,105,0.01,1991,0.10,349,0.02,18,0.00,520,0.03,216,0.01,213,0.01,1206,0.06,5,0.00,12,0.00,1189,0.06,75,117,11,986
33417,29156,22493,6663,0.23,1357,0.20,1321,0.20,976,0.15,296,0.04,41,0.01,606,0.09,215,0.03,102,0.02,26,0.00,146,0.02,122,0.02,23,0.00,19,0.00,612,0.09,100,0.02,13,0.00,158,0.02,62,0.01,72,0.01,396,0.06,3,0.00,0,0.00,393,0.06,54,19,2,318
33418,36017,32994,3023,0.08,294,0.10,566,0.19,564,0.19,86,0.03,18,0.01,86,0.03,29,0.01,38,0.01,21,0.01,22,0.01,109,0.04,15,0.01,31,0.01,432,0.14,116,0.04,7,0.00,203,0.07,23,0.01,98,0.03,265,0.09,0,0.00,6,0.00,259,0.09,88,29,5,137
33426,20082,17482,2600,0.13,338,0.13,599,0.23,336,0.13,135,0.05,30,0.01,33,0.01,24,0.01,62,0.02,24,0.01,82,0.03,56,0.02,13,0.01,24,0.01,283,0.11,79,0.03,6,0.00,152,0.06,46,0.02,80,0.03,198,0.08,1,0.00,3,0.00,194,0.07,28,28,3,135
33428,38548,31298,7250,0.19,584,0.08,1218,0.17,671,0.09,253,0.03,63,0.01,121,0.02,108,0.01,63,0.01,48,0.01,143,0.02,255,0.04,66,0.01,145,0.02,1414,0.20,382,0.05,8,0.00,634,0.09,82,0.01,338,0.05,654,0.09,3,0.00,5,0.00,646,0.09,98,26,3,519
33430,21427,14303,7124,0.33,4700,0.66,309,0.04,1100,0.15,120,0.02,43,0.01,123,0.02,79,0.01,150,0.02,5,0.00,166,0.02,6,0.00,0,0.00,7,0.00,31,0.00,3,0.00,0,0.00,1,0.00,5,0.00,2,0.00,274,0.04,0,0.00,1,0.00,273,0.04,13,7,0,253
33431,18290,16026,2264,0.12,305,0.13,224,0.10,280,0.12,62,0.03,12,0.01,134,0.06,30,0.01,15,0.01,19,0.01,29,0.01,65,0.03,20,0.01,28,0.01,271,0.12,42,0.02,3,0.00,118,0.05,8,0.00,97,0.04,502,0.22,0,0.00,7,0.00,495,0.22,43,14,2,436
33432,18715,16420,2295,0.12,463,0.20,261,0.11,414,0.18,93,0.04,14,0.01,48,0.02,41,0.02,43,0.02,16,0.01,33,0.01,75,0.03,26,0.01,38,0.02,230,0.10,49,0.02,1,0.00,133,0.06,42,0.02,87,0.04,188,0.08,0,0.00,0,0.00,188,0.08,50,21,0,117
33433,41722,36095,5627,0.14,303,0.05,747,0.13,567,0.10,183,0.03,69,0.01,49,0.01,81,0.01,85,0.02,29,0.01,33,0.01,251,0.04,38,0.01,88,0.02,1303,0.23,255,0.05,8,0.00,635,0.11,45,0.01,380,0.07,478,0.08,3,0.00,1,0.00,474,0.08,101,39,5,329
33434,19260,17485,1775,0.09,133,0.07,274,0.15,235,0.13,57,0.03,15,0.01,28,0.02,34,0.02,5,0.00,18,0.01,22,0.01,97,0.05,19,0.01,37,0.02,285,0.16,73,0.04,6,0.00,153,0.09,9,0.01,106,0.06,169,0.10,0,0.00,2,0.00,167,0.09,42,5,0,120
33435,32104,28300,3804,0.12,985,0.26,909,0.24,290,0.08,147,0.04,37,0.01,335,0.09,91,0.02,24,0.01,4,0.00,255,0.07,53,0.01,7,0.00,18,0.00,165,0.04,45,0.01,2,0.00,45,0.01,25,0.01,61,0.02,306,0.08,3,0.00,3,0.00,300,0.08,49,17,10,224
33436,41896,36229,5667,0.14,1090,0.19,1375,0.24,594,0.10,284,0.05,42,0.01,141,0.02,124,0.02,97,0.02,27,0.00,129,0.02,96,0.02,26,0.00,42,0.01,596,0.11,153,0.03,8,0.00,226,0.04,60,0.01,129,0.02,428,0.08,5,0.00,10,0.00,413,0.07,65,35,7,306
33437,35938,33294,2644,0.07,410,0.16,569,0.22,269,0.10,172,0.07,22,0.01,38,0.01,47,0.02,44,0.02,16,0.01,65,0.02,80,0.03,10,0.00,39,0.01,316,0.12,96,0.04,7,0.00,157,0.06,20,0.01,65,0.02,202,0.08,0,0.00,11,0.00,191,0.07,42,16,2,131
33438,459,325,134,0.29,62,0.46,13,0.10,21,0.16,0,0.00,1,0.01,7,0.05,1,0.01,23,0.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,4,0.03,0,0.00,0,0.00,4,0.03,0,0,0,4
33440,19743,10661,9082,0.46,4660,0.51,640,0.07,2293,0.25,65,0.01,26,0.00,254,0.03,93,0.01,114,0.01,7,0.00,468,0.05,11,0.00,1,0.00,3,0.00,59,0.01,10,0.00,2,0.00,16,0.00,6,0.00,25,0.00,329,0.04,0,0.00,0,0.00,329,0.04,36,23,0,270
33441,26838,23535,3303,0.12,385,0.12,727,0.22,406,0.12,240,0.07,69,0.02,53,0.02,127,0.04,41,0.01,29,0.01,45,0.01,118,0.04,4,0.00,28,0.01,315,0.10,70,0.02,8,0.00,138,0.04,91,0.03,106,0.03,303,0.09,4,0.00,9,0.00,290,0.09,45,21,0,224
33442,28075,24191,3884,0.14,284,0.07,798,0.21,370,0.10,197,0.05,30,0.01,42,0.01,89,0.02,63,0.02,19,0.00,42,0.01,118,0.03,23,0.01,48,0.01,678,0.17,124,0.03,9,0.00,344,0.09,53,0.01,163,0.04,390,0.10,0,0.00,7,0.00,383,0.10,53,29,2,299
33444,20221,18146,2075,0.10,818,0.39,374,0.18,202,0.10,52,0.03,26,0.01,98,0.05,34,0.02,14,0.01,6,0.00,33,0.02,40,0.02,10,0.00,15,0.01,125,0.06,35,0.02,0,0.00,46,0.02,7,0.00,21,0.01,119,0.06,0,0.00,11,0.01,108,0.05,28,17,0,63
33445,29754,26798,2956,0.10,680,0.23,466,0.16,258,0.09,141,0.05,25,0.01,223,0.08,55,0.02,37,0.01,10,0.00,46,0.02,64,0.02,19,0.01,32,0.01,314,0.11,93,0.03,11,0.00,137,0.05,20,0.01,95,0.03,230,0.08,5,0.00,2,0.00,223,0.08,58,17,1,147
33446,22088,20740,1348,0.06,347,0.26,201,0.15,104,0.08,44,0.03,8,0.01,42,0.03,12,0.01,14,0.01,8,0.01,27,0.02,65,0.05,1,0.00,13,0.01,154,0.11,28,0.02,8,0.01,63,0.05,11,0.01,75,0.06,123,0.09,0,0.00,2,0.00,121,0.09,50,9,2,60
33449,10817,9434,1383,0.13,173,0.13,213,0.15,220,0.16,56,0.04,14,0.01,32,0.02,15,0.01,25,0.02,17,0.01,13,0.01,75,0.05,11,0.01,10,0.01,223,0.16,41,0.03,0,0.00,40,0.03,9,0.01,83,0.06,113,0.08,0,0.00,0,0.00,113,0.08,17,13,0,83
33455,19980,18857,1123,0.06,449,0.40,178,0.16,118,0.11,21,0.02,6,0.01,78,0.07,33,0.03,1,0.00,1,0.00,16,0.01,17,0.02,2,0.00,22,0.02,32,0.03,11,0.01,9,0.01,20,0.02,0,0.00,7,0.01,102,0.09,0,0.00,0,0.00,102,0.09,23,29,2,48
33458,49396,41350,8046,0.16,2005,0.25,784,0.10,722,0.09,126,0.02,24,0.00,2460,0.31,92,0.01,50,0.01,19,0.00,120,0.01,122,0.02,21,0.00,39,0.00,475,0.06,126,0.02,11,0.00,156,0.02,25,0.00,110,0.01,559,0.07,20,0.00,11,0.00,528,0.07,111,48,1,368
33460,30790,18457,12333,0.40,2377,0.19,1204,0.10,1214,0.10,237,0.02,44,0.00,4205,0.34,817,0.07,142,0.01,20,0.00,605,0.05,59,0.00,30,0.00,26,0.00,227,0.02,62,0.01,12,0.00,89,0.01,48,0.00,60,0.00,855,0.07,42,0.00,1,0.00,812,0.07,55,29,3,725
33461,40748,21262,19486,0.48,4642,0.24,2650,0.14,4229,0.22,722,0.04,108,0.01,1711,0.09,1211,0.06,349,0.02,32,0.00,812,0.04,171,0.01,82,0.00,32,0.00,957,0.05,232,0.01,20,0.00,241,0.01,150,0.01,100,0.01,1035,0.05,19,0.00,15,0.00,1001,0.05,91,64,10,836
33462,30879,24059,6820,0.22,1969,0.29,1539,0.23,575,0.08,196,0.03,40,0.01,331,0.05,224,0.03,77,0.01,8,0.00,601,0.09,90,0.01,17,0.00,36,0.01,360,0.05,74,0.01,2,0.00,105,0.02,100,0.01,88,0.01,388,0.06,3,0.00,0,0.00,385,0.06,31,27,4,323
33463,53766,35386,18380,0.34,4824,0.26,3105,0.17,1741,0.09,936,0.05,95,0.01,937,0.05,1102,0.06,414,0.02,62,0.00,703,0.04,357,0.02,150,0.01,95,0.01,1670,0.09,278,0.02,25,0.00,455,0.02,186,0.01,226,0.01,1019,0.06,10,0.00,3,0.00,1006,0.05,106,70,5,825
33467,48808,42057,6751,0.14,1109,0.16,1366,0.20,1100,0.16,349,0.05,73,0.01,208,0.03,152,0.02,98,0.01,32,0.00,135,0.02,158,0.02,17,0.00,44,0.01,849,0.13,199,0.03,13,0.00,196,0.03,65,0.01,167,0.02,421,0.06,1,0.00,6,0.00,414,0.06,101,30,0,283
33469,14449,13798,651,0.05,106,0.16,103,0.16,128,0.20,20,0.03,9,0.01,26,0.04,5,0.01,1,0.00,3,0.00,3,0.00,11,0.02,3,0.00,3,0.00,54,0.08,9,0.01,3,0.00,19,0.03,5,0.01,29,0.04,111,0.17,4,0.01,1,0.00,106,0.16,47,17,0,42
33470,26551,21731,4820,0.18,751,0.16,828,0.17,1466,0.30,171,0.04,39,0.01,233,0.05,77,0.02,91,0.02,33,0.01,85,0.02,108,0.02,12,0.00,34,0.01,347,0.07,87,0.02,2,0.00,95,0.02,12,0.00,56,0.01,293,0.06,1,0.00,10,0.00,282,0.06,60,36,2,184
33471,6818,5450,1368,0.20,863,0.63,111,0.08,150,0.11,4,0.00,3,0.00,62,0.05,8,0.01,33,0.02,4,0.00,10,0.01,0,0.00,0,0.00,0,0.00,7,0.01,6,0.00,0,0.00,2,0.00,0,0.00,1,0.00,104,0.08,0,0.00,0,0.00,104,0.08,4,2,0,98
33472,19100,17229,1871,0.10,153,0.08,436,0.23,319,0.17,98,0.05,13,0.01,36,0.02,45,0.02,22,0.01,7,0.00,26,0.01,42,0.02,14,0.01,25,0.01,264,0.14,49,0.03,10,0.01,108,0.06,26,0.01,56,0.03,122,0.07,1,0.00,0,0.00,121,0.06,27,9,0,85
33473,6265,5119,1146,0.18,132,0.12,186,0.16,174,0.15,72,0.06,6,0.01,21,0.02,18,0.02,26,0.02,10,0.01,8,0.01,36,0.03,1,0.00,5,0.00,212,0.19,47,0.04,0,0.00,72,0.06,4,0.00,49,0.04,67,0.06,0,0.00,0,0.00,67,0.06,15,15,1,36
33476,7669,5622,2047,0.27,1696,0.83,93,0.05,100,0.05,7,0.00,2,0.00,4,0.00,47,0.02,29,0.01,1,0.00,1,0.00,0,0.00,0,0.00,0,0.00,5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,60,0.03,0,0.00,0,0.00,60,0.03,3,7,0,50
33477,13074,12764,310,0.02,44,0.14,49,0.16,62,0.20,3,0.01,1,0.00,2,0.01,4,0.01,3,0.01,2,0.01,3,0.01,19,0.06,0,0.00,8,0.03,39,0.13,5,0.02,0,0.00,2,0.01,6,0.02,15,0.05,43,0.14,0,0.00,2,0.01,41,0.13,15,3,0,23
33478,12704,11629,1075,0.09,146,0.14,215,0.20,337,0.31,27,0.03,22,0.02,38,0.04,4,0.00,5,0.00,2,0.00,14,0.01,11,0.01,3,0.00,6,0.01,91,0.08,25,0.02,1,0.00,34,0.03,13,0.01,6,0.01,75,0.07,0,0.00,9,0.01,66,0.06,19,11,1,35
33480,9549,9168,381,0.04,34,0.09,28,0.07,122,0.32,13,0.03,5,0.01,2,0.01,5,0.01,9,0.02,4,0.01,6,0.02,24,0.06,2,0.01,8,0.02,37,0.10,5,0.01,2,0.01,26,0.07,4,0.01,7,0.02,38,0.10,0,0.00,0,0.00,38,0.10,16,3,1,18
33483,12093,11289,804,0.07,207,0.26,111,0.14,108,0.13,14,0.02,7,0.01,38,0.05,21,0.03,5,0.01,4,0.01,27,0.03,30,0.04,1,0.00,7,0.01,71,0.09,13,0.02,1,0.00,23,0.03,5,0.01,34,0.04,77,0.10,0,0.00,1,0.00,76,0.09,27,6,2,41
33484,23443,21829,1614,0.07,179,0.11,275,0.17,212,0.13,49,0.03,14,0.01,50,0.03,32,0.02,29,0.02,5,0.00,15,0.01,76,0.05,18,0.01,25,0.02,274,0.17,18,0.01,5,0.00,116,0.07,11,0.01,46,0.03,165,0.10,0,0.00,0,0.00,165,0.10,55,24,0,86
33486,21720,18781,2939,0.14,448,0.15,297,0.10,495,0.17,103,0.04,35,0.01,66,0.02,41,0.01,44,0.02,23,0.01,37,0.01,68,0.02,28,0.01,30,0.01,481,0.16,81,0.03,6,0.00,187,0.06,24,0.01,161,0.05,284,0.10,1,0.00,9,0.00,274,0.09,75,24,3,172
33487,16421,14917,1504,0.09,224,0.15,189,0.13,207,0.14,36,0.02,3,0.00,30,0.02,12,0.01,14,0.01,8,0.01,25,0.02,66,0.04,14,0.01,18,0.01,260,0.17,51,0.03,10,0.01,92,0.06,12,0.01,84,0.06,149,0.10,0,0.00,3,0.00,146,0.10,50,10,0,86
33493,4926,3759,1167,0.24,710,0.61,71,0.06,139,0.12,5,0.00,2,0.00,8,0.01,23,0.02,27,0.02,0,0.00,11,0.01,2,0.00,0,0.00,0,0.00,6,0.01,0,0.00,0,0.00,2,0.00,1,0.00,2,0.00,158,0.14,0,0.00,0,0.00,158,0.14,1,0,0,157
33496,20969,19188,1781,0.09,130,0.07,225,0.13,210,0.12,82,0.05,13,0.01,40,0.02,34,0.02,11,0.01,23,0.01,32,0.02,57,0.03,14,0.01,38,0.02,298,0.17,75,0.04,3,0.00,146,0.08,8,0.00,192,0.11,150,0.08,0,0.00,0,0.00,150,0.08,38,19,0,93
33498,14557,12836,1721,0.12,162,0.09,227,0.13,183,0.11,82,0.05,11,0.01,23,0.01,25,0.01,26,0.02,28,0.02,6,0.00,89,0.05,14,0.01,16,0.01,349,0.20,53,0.03,5,0.00,106,0.06,18,0.01,157,0.09,141,0.08,0,0.00,5,0.00,136,0.08,37,17,0,82
33503,108,68,40,0.37,24,0.60,2,0.05,5,0.13,0,0.00,0,0.00,7,0.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33510,27610,21821,5789,0.21,765,0.13,2602,0.45,814,0.14,313,0.05,40,0.01,49,0.01,155,0.03,53,0.01,53,0.01,27,0.00,32,0.01,6,0.00,22,0.00,213,0.04,56,0.01,1,0.00,69,0.01,26,0.00,25,0.00,468,0.08,5,0.00,0,0.00,463,0.08,174,60,3,226
33511,52003,40811,11192,0.22,1249,0.11,4855,0.43,1353,0.12,813,0.07,66,0.01,128,0.01,149,0.01,87,0.01,160,0.01,105,0.01,77,0.01,9,0.00,29,0.00,708,0.06,127,0.01,2,0.00,251,0.02,35,0.00,110,0.01,879,0.08,6,0.00,11,0.00,862,0.08,253,116,6,487
33513,12086,11074,1012,0.08,556,0.55,182,0.18,121,0.12,7,0.01,0,0.00,9,0.01,9,0.01,1,0.00,4,0.00,8,0.01,0,0.00,0,0.00,0,0.00,10,0.01,0,0.00,0,0.00,6,0.01,1,0.00,2,0.00,96,0.09,0,0.00,0,0.00,96,0.09,11,10,0,75
33514,1811,1370,441,0.24,368,0.83,24,0.05,11,0.02,2,0.00,0,0.00,0,0.00,3,0.01,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,29,0.07,0,0.00,0,0.00,29,0.07,0,0,0,29
33521,599,578,21,0.04,2,0.10,9,0.43,0,0.00,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.43,0,0.00,0,0.00,9,0.43,0,1,0,8
33523,18313,13804,4509,0.25,3729,0.83,371,0.08,112,0.02,18,0.00,13,0.00,38,0.01,37,0.01,5,0.00,2,0.00,9,0.00,0,0.00,0,0.00,0,0.00,13,0.00,3,0.00,1,0.00,12,0.00,0,0.00,8,0.00,138,0.03,0,0.00,0,0.00,138,0.03,50,26,0,62
33525,18439,15978,2461,0.13,1585,0.64,334,0.14,155,0.06,38,0.02,12,0.00,20,0.01,33,0.01,12,0.00,13,0.01,6,0.00,4,0.00,3,0.00,6,0.00,33,0.01,26,0.01,0,0.00,5,0.00,0,0.00,14,0.01,162,0.07,0,0.00,2,0.00,160,0.07,64,21,0,75
33527,15203,9276,5927,0.39,4819,0.81,417,0.07,165,0.03,21,0.00,0,0.00,110,0.02,49,0.01,5,0.00,2,0.00,19,0.00,3,0.00,1,0.00,5,0.00,33,0.01,12,0.00,0,0.00,12,0.00,0,0.00,4,0.00,250,0.04,0,0.00,1,0.00,249,0.04,64,43,2,140
33534,12839,9046,3793,0.30,2250,0.59,696,0.18,186,0.05,89,0.02,27,0.01,44,0.01,50,0.01,20,0.01,17,0.00,37,0.01,4,0.00,7,0.00,0,0.00,86,0.02,25,0.01,0,0.00,25,0.01,0,0.00,22,0.01,208,0.05,7,0.00,0,0.00,201,0.05,23,22,4,152
33538,4789,4665,124,0.03,62,0.50,27,0.22,12,0.10,0,0.00,2,0.02,0,0.00,1,0.01,0,0.00,0,0.00,1,0.01,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,17,0.14,0,0.00,0,0.00,17,0.14,6,0,0,11
33540,8752,8054,698,0.08,331,0.47,222,0.32,57,0.08,4,0.01,2,0.00,7,0.01,9,0.01,3,0.00,5,0.01,1,0.00,0,0.00,0,0.00,0,0.00,5,0.01,0,0.00,0,0.00,7,0.01,0,0.00,0,0.00,45,0.06,0,0.00,0,0.00,45,0.06,10,5,0,30
33541,19759,18593,1166,0.06,265,0.23,462,0.40,134,0.11,38,0.03,7,0.01,16,0.01,22,0.02,13,0.01,21,0.02,9,0.01,3,0.00,0,0.00,5,0.00,59,0.05,13,0.01,0,0.00,9,0.01,0,0.00,6,0.01,84,0.07,0,0.00,0,0.00,84,0.07,36,6,5,37
