ZIP,Population,NonHispanic,Hispanic,%Hispanic,Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%,OTHERS,%,Other Central American,%, Other South American,%,Other Hispanic,%,Spaniard,Spanish,Spanish American,All other Hispanic
32003,27126,25384,1742,0.06,332,0.19,625,0.36,204,0.12,54,0.03,21,0.01,15,0.01,11,0.01,14,0.01,42,0.02,14,0.01,10,0.01,5,0.00,20,0.01,99,0.06,40,0.02,6,0.00,26,0.01,3,0.00,12,0.01,189,0.11,0,0.00,8,0.00,181,0.10,66,37,7,71
32008,5309,4914,395,0.07,245,0.62,29,0.07,54,0.14,10,0.03,0,0.00,3,0.01,2,0.01,0,0.00,4,0.01,4,0.01,0,0.00,0,0.00,0,0.00,4,0.01,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,37,0.09,0,0.00,0,0.00,37,0.09,12,4,0,21
32009,3325,3256,69,0.02,23,0.33,23,0.33,5,0.07,7,0.10,0,0.00,0,0.00,0,0.00,1,0.01,2,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.12,0,0.00,0,0.00,8,0.12,1,3,0,4
32011,13854,13522,332,0.02,114,0.34,105,0.32,28,0.08,5,0.02,1,0.00,6,0.02,0,0.00,0,0.00,10,0.03,1,0.00,1,0.00,0,0.00,1,0.00,2,0.01,2,0.01,0,0.00,0,0.00,0,0.00,8,0.02,48,0.14,0,0.00,0,0.00,48,0.14,16,15,1,16
32024,18733,17764,969,0.05,358,0.37,226,0.23,187,0.19,27,0.03,1,0.00,16,0.02,8,0.01,3,0.00,7,0.01,12,0.01,5,0.01,2,0.00,0,0.00,29,0.03,3,0.00,0,0.00,11,0.01,2,0.00,9,0.01,63,0.07,0,0.00,0,0.00,63,0.07,18,7,0,38
32025,22380,21226,1154,0.05,292,0.25,302,0.26,164,0.14,43,0.04,11,0.01,9,0.01,18,0.02,13,0.01,9,0.01,20,0.02,2,0.00,1,0.00,2,0.00,43,0.04,6,0.01,0,0.00,18,0.02,0,0.00,11,0.01,190,0.16,5,0.00,1,0.00,184,0.16,22,13,0,149
32026,1959,1729,230,0.12,56,0.24,37,0.16,48,0.21,1,0.00,0,0.00,3,0.01,5,0.02,6,0.03,1,0.00,1,0.00,0,0.00,1,0.00,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,67,0.29,1,0.00,0,0.00,66,0.29,0,0,0,66
32033,4118,3862,256,0.06,107,0.42,48,0.19,16,0.06,2,0.01,0,0.00,5,0.02,1,0.00,3,0.01,4,0.02,11,0.04,4,0.02,0,0.00,0,0.00,13,0.05,0,0.00,0,0.00,11,0.04,1,0.00,2,0.01,28,0.11,0,0.00,0,0.00,28,0.11,17,1,0,10
32034,31008,29741,1267,0.04,561,0.44,195,0.15,102,0.08,22,0.02,10,0.01,31,0.02,33,0.03,26,0.02,4,0.00,14,0.01,13,0.01,0,0.00,11,0.01,59,0.05,15,0.01,0,0.00,17,0.01,30,0.02,7,0.01,117,0.09,0,0.00,1,0.00,116,0.09,25,25,0,66
32038,9228,8716,512,0.06,122,0.24,134,0.26,111,0.22,2,0.00,4,0.01,3,0.01,12,0.02,3,0.01,2,0.00,16,0.03,11,0.02,1,0.00,10,0.02,28,0.05,3,0.01,0,0.00,6,0.01,0,0.00,2,0.00,42,0.08,0,0.00,1,0.00,41,0.08,8,4,0,29
32040,7604,7492,112,0.02,43,0.38,24,0.21,19,0.17,5,0.04,1,0.01,1,0.01,0,0.00,0,0.00,2,0.02,2,0.02,1,0.01,0,0.00,1,0.01,5,0.04,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,7,0.06,0,0.00,0,0.00,7,0.06,2,0,0,5
32043,24632,23064,1568,0.06,593,0.38,406,0.26,114,0.07,56,0.04,5,0.00,30,0.02,30,0.02,22,0.01,38,0.02,27,0.02,7,0.00,4,0.00,6,0.00,48,0.03,25,0.02,0,0.00,17,0.01,0,0.00,9,0.01,131,0.08,2,0.00,8,0.01,121,0.08,44,19,1,57
32044,2060,1997,63,0.03,21,0.33,27,0.43,7,0.11,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,3,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.05,0,0.00,0,0.00,3,0.05,1,0,0,2
32046,9410,9267,143,0.02,32,0.22,17,0.12,47,0.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.02,0,0.00,6,0.04,0,0.00,0,0.00,6,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,32,0.22,0,0.00,0,0.00,32,0.22,6,7,0,19
32052,9223,8667,556,0.06,215,0.39,61,0.11,66,0.12,6,0.01,0,0.00,1,0.00,8,0.01,5,0.01,0,0.00,3,0.01,1,0.00,0,0.00,2,0.00,3,0.01,1,0.00,0,0.00,1,0.00,1,0.00,1,0.00,181,0.33,0,0.00,0,0.00,181,0.33,0,1,2,178
32053,3869,3174,695,0.18,462,0.66,17,0.02,58,0.08,18,0.03,2,0.00,43,0.06,1,0.00,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,89,0.13,0,0.00,0,0.00,89,0.13,0,2,0,87
32054,12307,11746,561,0.05,157,0.28,105,0.19,84,0.15,8,0.01,3,0.01,9,0.02,3,0.01,19,0.03,2,0.00,1,0.00,1,0.00,0,0.00,1,0.00,5,0.01,1,0.00,0,0.00,5,0.01,0,0.00,0,0.00,157,0.28,2,0.00,0,0.00,155,0.28,9,4,0,142
32055,16570,15908,662,0.04,214,0.32,142,0.21,83,0.13,17,0.03,1,0.00,10,0.02,7,0.01,15,0.02,7,0.01,11,0.02,3,0.00,7,0.01,0,0.00,13,0.02,4,0.01,0,0.00,11,0.02,0,0.00,8,0.01,109,0.16,1,0.00,2,0.00,106,0.16,16,24,2,64
32058,4416,4299,117,0.03,20,0.17,35,0.30,6,0.05,1,0.01,0,0.00,0,0.00,5,0.04,1,0.01,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,46,0.39,0,0.00,0,0.00,46,0.39,2,1,1,42
32059,2377,2200,177,0.07,82,0.46,23,0.13,44,0.25,0,0.00,3,0.02,1,0.01,6,0.03,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,12,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.03,0,0.00,0,0.00,5,0.03,0,1,0,4
32060,21363,19798,1565,0.07,654,0.42,219,0.14,412,0.26,7,0.00,8,0.01,64,0.04,9,0.01,8,0.01,1,0.00,25,0.02,1,0.00,3,0.00,1,0.00,10,0.01,4,0.00,0,0.00,14,0.01,1,0.00,6,0.00,118,0.08,2,0.00,0,0.00,116,0.07,13,29,0,74
32061,283,278,5,0.02,5,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
32062,2449,2279,170,0.07,97,0.57,12,0.07,34,0.20,0,0.00,0,0.00,1,0.01,7,0.04,0,0.00,0,0.00,2,0.01,0,0.00,0,0.00,0,0.00,3,0.02,5,0.03,0,0.00,0,0.00,0,0.00,0,0.00,9,0.05,0,0.00,0,0.00,9,0.05,0,4,0,5
32063,13429,13086,343,0.03,115,0.34,89,0.26,48,0.14,5,0.01,1,0.00,0,0.00,1,0.00,4,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,5,0.01,0,0.00,2,0.01,0,0.00,0,0.00,72,0.21,5,0.01,0,0.00,67,0.20,10,5,0,52
32064,6860,5747,1113,0.16,829,0.74,60,0.05,63,0.06,5,0.00,3,0.00,38,0.03,15,0.01,4,0.00,1,0.00,49,0.04,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,43,0.04,0,0.00,0,0.00,43,0.04,2,2,0,39
32065,32770,29481,3289,0.10,630,0.19,1298,0.39,219,0.07,179,0.05,22,0.01,29,0.01,50,0.02,56,0.02,52,0.02,60,0.02,21,0.01,3,0.00,1,0.00,185,0.06,83,0.03,5,0.00,58,0.02,0,0.00,46,0.01,292,0.09,5,0.00,0,0.00,287,0.09,99,41,4,143
32066,7312,6382,930,0.13,731,0.79,52,0.06,68,0.07,2,0.00,2,0.00,7,0.01,4,0.00,2,0.00,4,0.00,10,0.01,0,0.00,0,0.00,1,0.00,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,6,0.01,36,0.04,0,0.00,0,0.00,36,0.04,2,0,0,34
32068,50815,47251,3564,0.07,736,0.21,1377,0.39,348,0.10,162,0.05,23,0.01,25,0.01,30,0.01,92,0.03,55,0.02,48,0.01,6,0.00,3,0.00,17,0.00,156,0.04,30,0.01,1,0.00,47,0.01,2,0.00,26,0.01,380,0.11,3,0.00,5,0.00,372,0.10,133,46,1,192
32071,3671,3383,288,0.08,159,0.55,24,0.08,65,0.23,4,0.01,1,0.00,11,0.04,2,0.01,2,0.01,0,0.00,2,0.01,0,0.00,0,0.00,3,0.01,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,0.04,0,0.00,0,0.00,12,0.04,4,1,0,7
32072,324,323,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.00,0,0.00,0,0.00,1,1.00,0,0,0,1
32073,38920,34874,4046,0.10,928,0.23,1449,0.36,299,0.07,203,0.05,18,0.00,26,0.01,61,0.02,43,0.01,113,0.03,79,0.02,44,0.01,12,0.00,18,0.00,220,0.05,55,0.01,0,0.00,58,0.01,5,0.00,28,0.01,387,0.10,4,0.00,1,0.00,382,0.09,100,74,5,203
32079,433,433,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
32080,20165,19450,715,0.04,145,0.20,192,0.27,110,0.15,17,0.02,7,0.01,10,0.01,3,0.00,4,0.01,14,0.02,1,0.00,10,0.01,0,0.00,3,0.00,27,0.04,14,0.02,1,0.00,23,0.03,2,0.00,11,0.02,121,0.17,1,0.00,1,0.00,119,0.17,70,24,0,25
32081,4524,4180,344,0.08,75,0.22,117,0.34,35,0.10,10,0.03,2,0.01,3,0.01,2,0.01,7,0.02,1,0.00,3,0.01,4,0.01,4,0.01,6,0.02,23,0.07,2,0.01,0,0.00,13,0.04,0,0.00,3,0.01,34,0.10,0,0.00,0,0.00,34,0.10,9,9,0,16
32082,28996,28001,995,0.03,165,0.17,215,0.22,179,0.18,22,0.02,3,0.00,20,0.02,11,0.01,6,0.01,13,0.01,11,0.01,17,0.02,14,0.01,14,0.01,91,0.09,17,0.02,0,0.00,41,0.04,7,0.01,18,0.02,131,0.13,0,0.00,0,0.00,131,0.13,58,24,2,47
32083,4690,4393,297,0.06,80,0.27,50,0.17,70,0.24,5,0.02,3,0.01,0,0.00,5,0.02,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,4,0.01,0,0.00,0,0.00,2,0.01,0,0.00,1,0.00,75,0.25,0,0.00,0,0.00,75,0.25,2,1,0,72
32084,29729,28038,1691,0.06,339,0.20,595,0.35,184,0.11,38,0.02,7,0.00,38,0.02,14,0.01,14,0.01,22,0.01,17,0.01,16,0.01,8,0.00,18,0.01,70,0.04,21,0.01,0,0.00,26,0.02,1,0.00,28,0.02,235,0.14,0,0.00,0,0.00,235,0.14,104,48,0,83
32086,24546,23264,1282,0.05,254,0.20,417,0.33,160,0.12,29,0.02,5,0.00,19,0.01,20,0.02,15,0.01,7,0.01,29,0.02,12,0.01,4,0.00,17,0.01,68,0.05,27,0.02,0,0.00,20,0.02,3,0.00,15,0.01,161,0.13,0,0.00,0,0.00,161,0.13,83,30,1,47
32087,5518,5454,64,0.01,21,0.33,22,0.34,4,0.06,0,0.00,0,0.00,1,0.02,1,0.02,0,0.00,0,0.00,2,0.03,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,0.19,0,0.00,0,0.00,12,0.19,0,1,0,11
32091,15472,15086,386,0.03,165,0.43,94,0.24,48,0.12,7,0.02,0,0.00,6,0.02,3,0.01,7,0.02,1,0.00,0,0.00,1,0.00,2,0.01,0,0.00,4,0.01,1,0.00,0,0.00,1,0.00,0,0.00,2,0.01,44,0.11,0,0.00,0,0.00,44,0.11,21,7,0,16
32092,28242,26358,1884,0.07,343,0.18,493,0.26,164,0.09,68,0.04,15,0.01,42,0.02,30,0.02,28,0.01,24,0.01,41,0.02,45,0.02,6,0.00,19,0.01,229,0.12,40,0.02,0,0.00,42,0.02,3,0.00,53,0.03,199,0.11,1,0.00,4,0.00,194,0.10,82,25,10,77
32094,2724,2591,133,0.05,65,0.49,15,0.11,22,0.17,6,0.05,1,0.01,0,0.00,2,0.02,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,2,0.02,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,18,0.14,0,0.00,1,0.01,17,0.13,9,0,0,8
32095,7302,6941,361,0.05,99,0.27,84,0.23,33,0.09,11,0.03,5,0.01,14,0.04,9,0.02,5,0.01,7,0.02,4,0.01,2,0.01,4,0.01,3,0.01,11,0.03,2,0.01,0,0.00,6,0.02,0,0.00,3,0.01,59,0.16,0,0.00,1,0.00,58,0.16,15,12,0,31
32096,2635,2563,72,0.03,41,0.57,5,0.07,9,0.13,0,0.00,0,0.00,0,0.00,0,0.00,2,0.03,0,0.00,2,0.03,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,12,0.17,0,0.00,1,0.01,11,0.15,1,1,0,9
32097,15616,15047,569,0.04,173,0.30,178,0.31,39,0.07,18,0.03,8,0.01,7,0.01,17,0.03,5,0.01,9,0.02,18,0.03,2,0.00,0,0.00,1,0.00,16,0.03,3,0.01,0,0.00,5,0.01,1,0.00,7,0.01,62,0.11,0,0.00,8,0.01,54,0.09,16,7,0,31
32102,2565,2273,292,0.11,251,0.86,20,0.07,5,0.02,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.05,0,0.00,0,0.00,14,0.05,1,1,0,12
32110,7600,7223,377,0.05,118,0.31,115,0.31,23,0.06,5,0.01,5,0.01,8,0.02,1,0.00,3,0.01,0,0.00,6,0.02,2,0.01,0,0.00,0,0.00,17,0.05,2,0.01,0,0.00,5,0.01,1,0.00,1,0.00,65,0.17,1,0.00,2,0.01,62,0.16,15,6,1,40
32112,7713,5186,2527,0.33,2323,0.92,53,0.02,20,0.01,2,0.00,1,0.00,2,0.00,1,0.00,2,0.00,0,0.00,7,0.00,0,0.00,0,0.00,0,0.00,1,0.00,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,112,0.04,0,0.00,0,0.00,112,0.04,8,20,0,84
32113,6627,6133,494,0.08,206,0.42,86,0.17,104,0.21,2,0.00,0,0.00,11,0.02,10,0.02,5,0.01,9,0.02,0,0.00,0,0.00,0,0.00,0,0.00,13,0.03,6,0.01,0,0.00,6,0.01,2,0.00,8,0.02,26,0.05,2,0.00,0,0.00,24,0.05,9,1,1,13
32114,32084,30078,2006,0.06,404,0.20,826,0.41,150,0.07,69,0.03,14,0.01,49,0.02,63,0.03,8,0.00,16,0.01,21,0.01,20,0.01,4,0.00,16,0.01,79,0.04,39,0.02,1,0.00,22,0.01,6,0.00,24,0.01,175,0.09,1,0.00,4,0.00,170,0.08,38,13,1,118
32117,24170,22669,1501,0.06,384,0.26,545,0.36,111,0.07,39,0.03,19,0.01,47,0.03,58,0.04,11,0.01,12,0.01,19,0.01,5,0.00,0,0.00,8,0.01,55,0.04,19,0.01,0,0.00,18,0.01,18,0.01,10,0.01,123,0.08,1,0.00,0,0.00,122,0.08,25,20,0,77
32118,16961,15973,988,0.06,198,0.20,307,0.31,111,0.11,7,0.01,7,0.01,13,0.01,44,0.04,7,0.01,13,0.01,13,0.01,21,0.02,2,0.00,8,0.01,45,0.05,18,0.02,1,0.00,35,0.04,5,0.01,12,0.01,121,0.12,7,0.01,1,0.00,113,0.11,27,26,0,60
32119,20189,19102,1087,0.05,179,0.16,422,0.39,89,0.08,34,0.03,8,0.01,7,0.01,17,0.02,10,0.01,16,0.01,14,0.01,23,0.02,1,0.00,5,0.00,59,0.05,30,0.03,0,0.00,5,0.00,18,0.02,18,0.02,132,0.12,0,0.00,2,0.00,130,0.12,36,24,1,69
32124,5986,5641,345,0.06,101,0.29,88,0.26,33,0.10,7,0.02,3,0.01,7,0.02,3,0.01,9,0.03,1,0.00,1,0.00,3,0.01,0,0.00,0,0.00,14,0.04,3,0.01,0,0.00,4,0.01,1,0.00,3,0.01,64,0.19,0,0.00,0,0.00,64,0.19,5,2,0,57
32127,29413,28337,1076,0.04,214,0.20,384,0.36,99,0.09,22,0.02,9,0.01,10,0.01,7,0.01,5,0.00,17,0.02,15,0.01,11,0.01,5,0.00,15,0.01,65,0.06,22,0.02,1,0.00,13,0.01,23,0.02,16,0.01,123,0.11,0,0.00,0,0.00,123,0.11,70,18,0,35
32128,16910,16240,670,0.04,121,0.18,279,0.42,56,0.08,12,0.02,1,0.00,7,0.01,10,0.01,8,0.01,7,0.01,3,0.00,10,0.01,2,0.00,7,0.01,43,0.06,9,0.01,2,0.00,11,0.02,1,0.00,15,0.02,66,0.10,0,0.00,2,0.00,64,0.10,27,14,0,23
32129,20104,19071,1033,0.05,194,0.19,352,0.34,96,0.09,45,0.04,4,0.00,7,0.01,10,0.01,15,0.01,12,0.01,7,0.01,25,0.02,5,0.00,10,0.01,60,0.06,43,0.04,0,0.00,18,0.02,4,0.00,23,0.02,103,0.10,2,0.00,3,0.00,98,0.09,27,20,4,47
32130,5474,3955,1519,0.28,1348,0.89,75,0.05,25,0.02,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,7,0.00,23,0.02,0,0.00,0,0.00,0,0.00,3,0.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,32,0.02,0,0.00,0,0.00,32,0.02,14,0,6,12
32131,4701,4385,316,0.07,205,0.65,69,0.22,4,0.01,1,0.00,1,0.00,2,0.01,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,32,0.10,0,0.00,0,0.00,32,0.10,7,0,0,25
32132,7265,7027,238,0.03,49,0.21,71,0.30,26,0.11,6,0.03,0,0.00,1,0.00,1,0.00,3,0.01,7,0.03,2,0.01,1,0.00,0,0.00,1,0.00,9,0.04,2,0.01,0,0.00,8,0.03,1,0.00,13,0.05,37,0.16,1,0.00,3,0.01,33,0.14,6,2,0,25
32133,137,134,3,0.02,0,0.00,1,0.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.67,0,0.00,0,0.00,2,0.67,1,1,0,0
32134,8084,7839,245,0.03,58,0.24,56,0.23,70,0.29,2,0.01,0,0.00,6,0.02,1,0.00,1,0.00,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,3,0.01,41,0.17,0,0.00,0,0.00,41,0.17,19,5,0,17
32136,7080,6921,159,0.02,30,0.19,38,0.24,26,0.16,5,0.03,3,0.02,0,0.00,0,0.00,1,0.01,1,0.01,0,0.00,6,0.04,0,0.00,1,0.01,10,0.06,2,0.01,0,0.00,4,0.03,0,0.00,4,0.03,28,0.18,0,0.00,1,0.01,27,0.17,14,3,0,10
32137,37821,34499,3322,0.09,303,0.09,1391,0.42,397,0.12,107,0.03,20,0.01,49,0.01,30,0.01,15,0.00,41,0.01,54,0.02,53,0.02,9,0.00,43,0.01,197,0.06,54,0.02,6,0.00,103,0.03,48,0.01,38,0.01,364,0.11,3,0.00,2,0.00,359,0.11,132,26,0,201
32139,1129,984,145,0.13,133,0.92,1,0.01,2,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,6,0.04,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,1,0.01,0,0.00,0,0.00,1,0.01,0,0,0,1
32140,1741,1668,73,0.04,16,0.22,32,0.44,1,0.01,1,0.01,1,0.01,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.29,0,0.00,0,0.00,21,0.29,7,2,1,11
32141,17603,17060,543,0.03,116,0.21,216,0.40,74,0.14,13,0.02,3,0.01,2,0.00,5,0.01,3,0.01,4,0.01,9,0.02,6,0.01,4,0.01,2,0.00,15,0.03,6,0.01,1,0.00,7,0.01,1,0.00,7,0.01,49,0.09,0,0.00,0,0.00,49,0.09,12,6,0,31
32145,5456,5172,284,0.05,94,0.33,88,0.31,20,0.07,8,0.03,0,0.00,0,0.00,6,0.02,0,0.00,1,0.00,19,0.07,0,0.00,0,0.00,0,0.00,4,0.01,5,0.02,0,0.00,0,0.00,0,0.00,0,0.00,39,0.14,0,0.00,0,0.00,39,0.14,22,4,0,13
32147,593,552,41,0.07,5,0.12,31,0.76,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.10,0,0.00,0,0.00,4,0.10,0,0,0,4
32148,11201,9837,1364,0.12,248,0.18,974,0.71,30,0.02,2,0.00,3,0.00,9,0.01,8,0.01,2,0.00,3,0.00,5,0.00,1,0.00,0,0.00,0,0.00,4,0.00,1,0.00,0,0.00,5,0.00,0,0.00,0,0.00,69,0.05,2,0.00,0,0.00,67,0.05,16,5,0,46
32157,407,335,72,0.18,45,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,26,0.36,0,0.00,0,0.00,26,0.36,0,9,0,17
32159,28867,27839,1028,0.04,391,0.38,303,0.29,102,0.10,20,0.02,18,0.02,9,0.01,12,0.01,3,0.00,6,0.01,3,0.00,9,0.01,2,0.00,4,0.00,37,0.04,4,0.00,1,0.00,12,0.01,0,0.00,6,0.01,86,0.08,0,0.00,0,0.00,86,0.08,21,15,0,50
32162,45180,44496,684,0.02,108,0.16,275,0.40,80,0.12,8,0.01,3,0.00,3,0.00,9,0.01,3,0.00,3,0.00,2,0.00,18,0.03,6,0.01,2,0.00,33,0.05,6,0.01,1,0.00,6,0.01,5,0.01,10,0.01,103,0.15,0,0.00,0,0.00,103,0.15,52,10,0,41
32164,41616,37267,4349,0.11,480,0.11,1807,0.42,620,0.14,95,0.02,46,0.01,38,0.01,57,0.01,24,0.01,54,0.01,81,0.02,48,0.01,14,0.00,31,0.01,301,0.07,76,0.02,4,0.00,116,0.03,44,0.01,74,0.02,339,0.08,2,0.00,4,0.00,333,0.08,91,35,3,204
32168,23642,22996,646,0.03,152,0.24,257,0.40,48,0.07,8,0.01,11,0.02,1,0.00,10,0.02,7,0.01,3,0.00,9,0.01,7,0.01,4,0.01,3,0.00,43,0.07,3,0.00,0,0.00,7,0.01,3,0.00,8,0.01,62,0.10,0,0.00,0,0.00,62,0.10,22,9,0,31
32169,9816,9570,246,0.03,45,0.18,82,0.33,38,0.15,3,0.01,5,0.02,0,0.00,1,0.00,3,0.01,2,0.01,0,0.00,0,0.00,1,0.00,1,0.00,9,0.04,2,0.01,0,0.00,5,0.02,0,0.00,8,0.03,41,0.17,0,0.00,2,0.01,39,0.16,15,8,0,16
32174,47552,45535,2017,0.04,357,0.18,634,0.31,206,0.10,51,0.03,25,0.01,39,0.02,18,0.01,16,0.01,4,0.00,18,0.01,51,0.03,14,0.01,27,0.01,137,0.07,68,0.03,2,0.00,53,0.03,39,0.02,39,0.02,219,0.11,3,0.00,5,0.00,211,0.10,60,38,3,110
32176,14339,13802,537,0.04,98,0.18,159,0.30,81,0.15,4,0.01,11,0.02,1,0.00,3,0.01,1,0.00,2,0.00,3,0.01,4,0.01,3,0.01,19,0.04,19,0.04,8,0.01,1,0.00,15,0.03,10,0.02,7,0.01,88,0.16,0,0.00,6,0.01,82,0.15,22,24,0,36
32177,27132,26059,1073,0.04,257,0.24,565,0.53,77,0.07,13,0.01,8,0.01,15,0.01,1,0.00,13,0.01,4,0.00,8,0.01,3,0.00,1,0.00,0,0.00,17,0.02,1,0.00,0,0.00,11,0.01,0,0.00,1,0.00,78,0.07,1,0.00,0,0.00,77,0.07,11,6,1,59
32179,8156,7809,347,0.04,78,0.22,129,0.37,67,0.19,7,0.02,1,0.00,0,0.00,3,0.01,12,0.03,0,0.00,1,0.00,0,0.00,0,0.00,1,0.00,10,0.03,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,36,0.10,0,0.00,0,0.00,36,0.10,10,4,0,22
32180,4218,2473,1745,0.41,1628,0.93,18,0.01,20,0.01,3,0.00,0,0.00,0,0.00,6,0.00,0,0.00,0,0.00,4,0.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,61,0.04,0,0.00,0,0.00,61,0.04,1,26,6,28
32181,2551,2239,312,0.12,230,0.74,25,0.08,12,0.04,0,0.00,0,0.00,1,0.00,5,0.02,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,0,0.00,3,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,32,0.10,0,0.00,0,0.00,32,0.10,0,2,0,30
32187,1713,1665,48,0.03,23,0.48,15,0.31,6,0.13,0,0.00,0,0.00,2,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,1,0.02,1,0,0,0
32189,5807,5509,298,0.05,170,0.57,69,0.23,29,0.10,1,0.00,1,0.00,3,0.01,1,0.00,0,0.00,1,0.00,3,0.01,3,0.01,0,0.00,5,0.02,2,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,9,0.03,0,0.00,2,0.01,7,0.02,3,2,0,2
32190,1170,786,384,0.33,361,0.94,3,0.01,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.05,0,0.00,0,0.00,18,0.05,0,4,0,14
