Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Ramon,0.000308,Walker,0.000127,Farinas,0.000295,Adon,0.000254,Rangel,0.00013,Garrido,0.00035,Aranda,0.000246,Galo,0.0003,Penaloza,0.00027,Zometa,0.00026,Velasquez,0.00027,Solares,0.00039,Ferreira,0.000365,Zuleta,0.000416,Sotomayor,0.000396,Lesmo,0.000168,Grandez,0.00037,Porley,0.00026137,Almeida,0.000347
Vilchis,0.000307,Arizmendi,0.000126,Laffita,0.000293,Corona,0.000254,Campbell,0.00013,Jolon,0.00035,Agurcia,0.000245,Real,0.0003,Porras,0.00027,Rafael,0.00026,Choque,0.00027,Llanque,0.00038,de La Fuente,0.000365,Villalobos,0.000416,Arana,0.000396,Vigo,0.000166,Hoyos,0.00037,Barragan,0.000260756,Vallenilla,0.000344
Ceja,0.000307,Padro,0.000126,Orozco,0.000292,Escoto,0.000254,Franco,0.00013,Quezada,0.000349,Ramires,0.000243,Zamoran,0.00029,Zarate,0.00027,Canenguez,0.00026,Pino,0.00027,Berrios,0.00038,Retamales,0.000364,Aragon,0.000415,Becerra,0.000394,Wiebe,0.000165,Atoche,0.00037,Lara,0.000260485,Tineo,0.000343
Solorzano,0.000305,McLaughlin,0.000124,Angulo,0.000291,Pelaez,0.000252,Bello,0.00013,Guarcax,0.000349,Sandres,0.000241,Amaya,0.00029,Scott,0.00027,Choto,0.00026,Villarroel,0.00027,Moreira,0.00038,Aguero,0.000364,Araujo,0.000415,Salcedo,0.000394,Arellano,0.000162,Baltazar,0.00037,Echenique,0.000257599,Caballero,0.000343
Verdugo,0.000305,Hidalgo,0.000124,Vergara,0.000291,Calcano,0.00025,Echeverria,0.00013,Pol,0.000348,Talavera,0.000239,Soriano,0.00029,Lozano,0.00027,Andres,0.00026,Farfan,0.00027,Quintanilla,0.00038,Aracena,0.00036,Canas,0.000413,Aguilera,0.000392,Florencianez,0.000162,Portocarrero,0.00037,Olmedo,0.000257268,Pantoja,0.000343
Loera,0.000304,Pedroza,0.000124,Santiago,0.00029,Aguasvivas,0.000249,Lezama,0.00013,Alarcon,0.000347,Olivera,0.000238,Vanega,0.00029,Castrejon,0.00027,Lovos,0.00026,Sayago,0.00026,Viruez,0.00038,Astete,0.00036,Sinisterra,0.000412,Abril,0.000391,Lescano,0.000161,Esquivel,0.00037,Rijo,0.000257003,Ponce,0.000342
Pantoja,0.000303,Villafane,0.000124,Terrero,0.000288,Geronimo,0.000249,Johnson,0.00013,Chiroy,0.000347,Brice,0.000236,Pulido,0.00029,Maure,0.00027,Bran,0.00026,Contrera,0.00026,Arredondo,0.00038,Agurto,0.000359,Trejos,0.000408,Panchana,0.000389,Corrales,0.000159,Pachas,0.00037,del Pino,0.000257003,Marino,0.000342
Alba,0.000302,Fuster,0.000124,Junco,0.000287,Amparo,0.000247,Torrentes,0.00013,Chanchavac,0.000343,Canelas,0.000232,Andrade,0.00029,Maldonado,0.00026,Gallegos,0.00026,Benavidez,0.00026,Cusi,0.00038,Alvear,0.000356,Cespedes,0.000408,Cedillo,0.000385,Vallejo,0.000159,Trinidad,0.00037,Beron,0.000256674,Carrera,0.000339
Vela,0.000301,Biringer,0.000123,Piedra,0.000286,Diaz,0.000247,Talavera,0.00013,Serrano,0.000342,Benavides,0.000231,Godinez,0.00029,Allen,0.00026,Galeas,0.00025,Murua,0.00026,Campero,0.00038,Sierra,0.000356,de La Hoz,0.000406,Manobanda,0.000385,de Oliveira,0.000159,Riveros,0.00036,Brito,0.00025641,Zavala,0.000338
Mancilla,0.0003,Aleman,0.000123,Abad,0.000286,Goris,0.000244,Villavicencio,0.00013,Xona,0.000341,Due,0.00023,Madriz,0.00029,Monrroy,0.00026,Jaco,0.00025,Noguera,0.00026,Lujan,0.00038,Olea,0.000355,Bayona,0.000406,Balseca,0.000385,Hidalgo,0.000159,Toribio,0.00036,Carneiro,0.00025582,Sevilla,0.000337
Betancourt,0.000298,Olmeda,0.000122,Rosell,0.000286,Quinones,0.000244,Manzanares,0.00013,Racancoj,0.000341,Miguel,0.000228,Videa,0.00029,Godoy,0.00026,Lobos,0.00025,Chaile,0.00026,Chuve,0.00038,Encina,0.000355,Olarte,0.000406,Chacha,0.000383,Azuaga,0.000159,Arellano,0.00036,Leivas,0.000255558,Quinones,0.000337
Dorantes,0.000298,Rieckehoff,0.000122,Aldama,0.000286,Read,0.000241,Aparicio,0.00013,Pastor,0.000339,Barralaga,0.000228,Ordenana,0.00029,Aleman,0.00026,Deleon,0.00025,Bulacio,0.00026,Lozano,0.00037,Pineda,0.000355,Solis,0.000406,Duque,0.000383,Orihuela,0.000158,Gaspar,0.00036,Braga,0.000255232,Florez,0.000337
Razo,0.000297,Aguirre,0.000121,Orta,0.000286,Lama,0.00024,Moncada,0.00013,Cordero,0.000339,Isaula,0.000227,Rodas,0.00029,Calles,0.00026,Cortes,0.00025,Bernal,0.00026,Cerezo,0.00037,Droguett,0.000349,Llanos,0.000406,Sanmartin,0.000383,Llano,0.000158,Choquehuanca,0.00036,Laborde,0.000254388,Pabon,0.000337
Uc,0.000297,Precioso,0.000121,Baro,0.000284,Ricart,0.000238,Phillips,0.00012,Herrarte,0.000338,Guity,0.000227,Castaneda,0.00029,Crespo,0.00026,Ibarra,0.00024,San Martin,0.00026,Aldana,0.00037,Blanco,0.000346,Orrego,0.000405,Pardo,0.000382,Torrez,0.000156,Elias,0.00036,Llanes,0.000253485,Manzanilla,0.000335
Estrella,0.000296,Alayon,0.000118,Castellano,0.000283,Jacobo,0.000238,Vives,0.00012,Tecum,0.000337,Ayestas,0.000227,Williams,0.00029,Pascual,0.00026,Cristales,0.00024,Santa Cruz,0.00026,Aviles,0.00037,Fonseca,0.000343,Casallas,0.000399,Gaona,0.000381,Larrosa,0.000155,Villa,0.00036,Pinto,0.000253485,Canizalez,0.000331
Gastelum,0.000294,Monserrat,0.000118,Cartaya,0.000283,Vilorio,0.000238,Vallejo,0.00012,Cumes,0.000337,Salmeron,0.000227,Duartes,0.00029,Gudino,0.00026,Clemente,0.00024,Arancibia,0.00026,Torrejon,0.00037,Corvalan,0.000343,Delahoz,0.000399,Morejon,0.000381,Feltes,0.000153,Amaya,0.00036,Videla,0.000253485,Brizuela,0.00033
Caamal,0.000294,Nunez,0.000118,Roca,0.000282,Ayala,0.000237,Selva,0.00012,Crisostomo,0.000337,Garrido,0.000226,Villalobos,0.00029,Villamonte,0.00026,Alonso,0.00024,Echeverria,0.00026,Linares,0.00037,Cavieres,0.000342,Viveros,0.000398,Shiguango,0.000381,Pacheco,0.000152,Collantes,0.00036,Solari,0.000252908,Celis,0.00033
Alejandro,0.000294,Paralitici,0.000117,Caceres,0.000282,Carpio,0.000237,Cajina,0.00012,Villeda,0.000336,Gunera,0.000225,Ferrufino,0.00028,Corro,0.00026,Toledo,0.00024,Cordero,0.00025,Villalba,0.00037,Cruces,0.000342,Roldan,0.000397,Nunez,0.000381,Chilavert,0.000152,Soncco,0.00036,Miguez,0.000252589,Valecillos,0.000329
Ruelas,0.000293,Arrieta,0.000116,Cepeda,0.000281,Leonardo,0.000236,Boniche,0.00012,Gaitan,0.000336,Quezada,0.000223,Lindo,0.00028,Morgan,0.00026,Quevedo,0.00024,Allende,0.00025,Ignacio,0.00037,Millan,0.000342,Calvo,0.000397,Veintimilla,0.00038,Forcado,0.000151,Goicochea,0.00036,Bentancour,0.000251762,Corona,0.000328
Alcaraz,0.000292,Tomassini,0.000115,Barreto,0.000278,Fuentes,0.000236,Thompson,0.00012,Pan,0.000336,Morel,0.000223,Cerrato,0.00028,Degaiza,0.00026,Moya,0.00024,Elias,0.00025,Pillco,0.00037,Zenteno,0.000341,Tapias,0.000396,Montalvan,0.00038,Giesbrecht,0.00015,Ccama,0.00036,Patron,0.000250878,Baptista,0.000328
Almaraz,0.000291,Zambrana,0.000115,Pulido,0.000276,Toledo,0.000236,Scott,0.00012,Florian,0.000331,Bulnes,0.000221,Mayorquin,0.00028,Hinestroza,0.00026,Artero,0.00024,Aballay,0.00025,Churqui,0.00036,Arcos,0.000339,Flores,0.000396,Fiallos,0.000379,Valdovinos,0.00015,Horna,0.00036,Molinari,0.000250564,Porras,0.000328
Aceves,0.00029,Roca,0.000114,Mojena,0.000275,Crespo,0.000234,Bogarin,0.00012,Valle,0.000329,Toledo,0.00022,Gongora,0.00028,Abadia,0.00026,Quinonez,0.00023,Perea,0.00025,Huayta,0.00036,Angulo,0.000338,Cadavid,0.000395,Centeno,0.000377,Lara,0.00015,Taype,0.00035,Palacios,0.00025,Ferreira,0.000325
Tello,0.00029,Cerezo,0.000113,Marti,0.000275,Mirabal,0.000234,Zambrana,0.00012,Acal,0.000328,Blandin,0.000219,Villalta,0.00028,Angulo,0.00026,Pacas,0.00023,Antunez,0.00025,Cervantes,0.00036,Bruna,0.000337,Carrascal,0.000392,Osorio,0.000375,Sotto,0.000149,Vilela,0.00035,Pazos,0.00025,Espana,0.000323
Sarmiento,0.000286,Rafols,0.000113,Martell,0.000274,Nadal,0.000234,Jenkins,0.00012,Cordova,0.000327,Pascual,0.000217,Sirias,0.00027,Riquelme,0.00026,Santana,0.00023,Orozco,0.00025,Condo,0.00036,Inzunza,0.000335,Santiago,0.00039,Basantes,0.000374,Cartaman,0.000149,Simon,0.00035,Vicente,0.000247954,Viera,0.000322
Alejo,0.000286,Boyrie,0.000113,Paredes,0.000273,Pou,0.000233,Mojica,0.00012,Chitic,0.000326,Andara,0.000215,Iglesias,0.00027,Alain,0.00026,Clavel,0.00023,Medrano,0.00025,Galindo,0.00036,Vejar,0.000334,Cristancho,0.000388,Luzuriaga,0.000372,Gaete,0.000148,Lozada,0.00035,Fontana,0.000247097,Olivero,0.000322
Pedroza,0.000285,Jiminian,0.000113,Araujo,0.000272,Chevalier,0.000233,Sandino,0.00012,Zuniga,0.000326,Jacinto,0.000214,Baldelomar,0.00027,Fajardo,0.00026,Gamero,0.00023,Candia,0.00025,Pantoja,0.00036,Cares,0.000328,Valbuena,0.000388,Sosa,0.000372,Maqueda,0.000148,Esteban,0.00035,Laguna,0.000247097,Bohorquez,0.000321
Ruvalcaba,0.000285,Prieto,0.000112,Pereda,0.000272,Garabito,0.000233,Carrion,0.00012,Felipe,0.000326,Carballo,0.000214,Cortedano,0.00027,Grant,0.00026,Deodanes,0.00023,Saez,0.00025,Quintana,0.00036,Paz,0.000328,Chaves,0.000387,Valenzuela,0.000372,Colina,0.000146,Quevedo,0.00035,Quevedo,0.000247097,Montenegro,0.000321
Paez,0.000285,Vilella,0.000112,Penate,0.00027,Cedeno,0.000232,Borge,0.00012,Tzoy,0.000326,Jovel,0.000214,Cortes,0.00027,Renteria,0.00026,Polio,0.00023,Narvaez,0.00025,Ayllon,0.00036,Quinones,0.000326,Payares,0.000386,Cagua,0.000369,Fleita,0.000145,Vivanco,0.00035,Recalde,0.000247097,Arcia,0.00032
Saldivar,0.000284,Martin,0.000112,Iznaga,0.000268,Villegas,0.000231,Moscoso,0.00012,Osoy,0.000323,Aparicio,0.000213,Armas,0.00027,Matos,0.00025,Mayorga,0.00023,Rosas,0.00025,Arenas,0.00036,Fica,0.000325,Quevedo,0.000386,Larrea,0.000369,Tellez,0.000144,Huapaya,0.00035,Milan,0.000243843,Bracamonte,0.000318
Landeros,0.000284,Beniquez,0.000111,Ayala,0.000267,Nina,0.00023,Montezuma,0.00012,Choj,0.000323,Arzu,0.000212,Paguaga,0.00026,Mudarra,0.00025,Casco,0.00022,Valle,0.00025,Ocampo,0.00035,Adasme,0.000325,Penaloza,0.000386,Aveiga,0.000369,Calonga,0.000144,Crispin,0.00035,Coitino,0.000243309,Marquina,0.000317
Velasquez,0.000284,Espada,0.000111,Almanza,0.000266,Ceballo,0.000229,Jackson,0.00011,Suc,0.000323,Reconco,0.000212,Cuarezma,0.00026,Murgas,0.00025,Prudencio,0.00022,Noriega,0.00024,Cornejo,0.00035,Allendes,0.000323,Merchan,0.000385,Proano,0.000368,Carreras,0.000144,Fasabi,0.00035,Bauza,0.000242424,Aguero,0.000316
Servin,0.000284,Franke,0.00011,Cuevas,0.000265,Dume,0.000229,Carrera,0.00011,Avalos,0.000322,Beltran,0.000212,Lovo,0.00026,Sevillano,0.00025,Penado,0.00022,Rubio,0.00024,Quino,0.00035,Olmedo,0.000322,Preciado,0.000384,Aldaz,0.000368,Farias,0.000143,Sedano,0.00035,Larrea,0.000241255,Amaro,0.000314
Viveros,0.000283,Millan,0.00011,Gamboa,0.000265,Tatis,0.000229,Reid,0.00011,Arriaga,0.000322,Baires,0.000211,Colindres,0.00026,Bethancourth,0.00025,Lucero,0.00022,Silvero,0.00024,Santa Cruz,0.00035,Lazcano,0.000322,Martin,0.000382,Salgado,0.000368,Pico,0.000142,Espino,0.00035,Villagran,0.000240964,Juarez,0.000313
Zambrano,0.000282,Sellas,0.00011,Mantilla,0.000264,Amaro,0.000227,Ellis,0.00011,Jorge,0.000322,Esquivel,0.00021,Hidalgo,0.00026,Gill,0.00025,Ibanez,0.00022,Leyes,0.00024,Avendano,0.00035,Moyano,0.000319,Barros,0.000382,Zumba,0.000367,Salas,0.000142,Chamorro,0.00034,Lombardo,0.000240674,Zarraga,0.000313
Fierro,0.00028,Blas,0.00011,Socorro,0.000262,,,Valderramos,0.00011,Tox,0.000321,Alas,0.00021,Castilblanco,0.00026,Rosario,0.00025,Grijalva,0.00022,Villalva,0.00024,Macias,0.00035,Campusano,0.000319,Sabogal,0.000377,Elizalde,0.000363,Noceda,0.000142,Risco,0.00034,Aguerre,0.000240385,Sira,0.000313
Oropeza,0.00028,Pinero,0.00011,Sanabria,0.000262,,,Amaya,0.00011,Urbina,0.000319,Gabarrete,0.000209,Arteta,0.00026,Alfonso,0.00025,Mauricio,0.00022,Reyna,0.00024,Tancara,0.00035,Erices,0.000318,Pineros,0.000374,Posligua,0.000363,Balmori,0.000142,Mena,0.00034,Vico,0.000240385,Benavides,0.000313
Manzano,0.00028,Manfredi,0.000108,Pascual,0.000262,,,Lee,0.00011,Tzep,0.000319,Castejon,0.000208,Toval,0.00026,Marcucci,0.00025,Montalvo,0.00022,Villarruel,0.00024,Callau,0.00034,Santos,0.000318,Cordero,0.000373,Martillo,0.000359,Campos,0.000141,Pintado,0.00034,Canepa,0.000239521,Velazco,0.000311
Oliva,0.000279,Alverio,0.000108,Muniz,0.000261,,,Henriquez,0.00011,Oxlaj,0.000319,Majano,0.000208,Avellan,0.00025,Edwards,0.00025,Cuadra,0.00022,Castellano,0.00024,Mamani Mamani,0.00034,Dinamarca,0.000316,Delacruz,0.000373,Cusme,0.000358,Otazo,0.000141,Aponte,0.00034,Rosso,0.000239521,Boada,0.000311
Camargo,0.000279,Ramirez,0.000108,Davila,0.000261,,,Casares,0.00011,Tay,0.000318,Lezama,0.000206,Barquero,0.00025,Iturralde,0.00025,Marmol,0.00022,Olivares,0.00024,Tintaya,0.00034,Carrera,0.000316,Tobar,0.000372,Mite,0.000357,Zaragoza,0.000141,Saucedo,0.00034,Zabala,0.000239521,Salinas,0.00031
Tinoco,0.000278,Aguilar,0.000107,Terry,0.00026,,,Olivas,0.00011,Rafael,0.000318,Norales,0.000204,Granera,0.00025,Falcon,0.00025,Sarmiento,0.00022,Rosa,0.00024,Cori,0.00034,Jeria,0.000315,Gallo,0.000372,Cabascango,0.000356,Busto,0.000141,Zapana,0.00034,Albano,0.000239177,Cadenas,0.000309
Preciado,0.000276,Gregory,0.000107,Aliaga,0.00026,,,Vivas,0.00011,Cuin,0.000317,Briones,0.000204,Loza,0.00025,Ellis,0.00025,Zaldivar,0.00022,Pedernera,0.00024,Montalvo,0.00034,Ardiles,0.000315,Valdes,0.000371,Arce,0.000356,Faria,0.00014,Requejo,0.00034,Aleman,0.000238892,Angarita,0.000308
Landa,0.000276,Mulero,0.000107,Arocha,0.000259,,,Lazaro,0.00011,Niz,0.000317,Alvares,0.000203,Gallo,0.00025,Tocamo,0.00025,Tovar,0.00022,Cristaldo,0.00024,Bascope,0.00034,Olate,0.000315,Charris,0.000371,Conforme,0.000356,Silvera,0.000138,Vigo,0.00034,Vignolo,0.000238607,Goncalves,0.000306
Pablo,0.000275,Fraticelli,0.000106,Placencia,0.000259,,,Davis,0.0001,Gil,0.000316,Gomes,0.000202,Donaire,0.00025,Apolayo,0.00025,Colato,0.00022,Gauto,0.00023,Pinaya,0.00034,Sotomayor,0.000314,Hidalgo,0.00037,Pinos,0.000356,Larramendia,0.000138,Felix,0.00034,Montenegro,0.000238039,Barroso,0.000305
Perales,0.000274,Contreras,0.000106,Acevedo,0.000259,,,Tellez,0.0001,Ajqui,0.000315,Melara,0.000201,Beltran,0.00025,Botello,0.00025,Marinero,0.00021,Carrera,0.00023,Sarzuri,0.00034,Cataldo,0.000313,Abril,0.00037,Meneses,0.000355,Mascareno,0.000138,Beltran,0.00034,Alanis,0.000237756,Uribe,0.000305
Elias,0.000274,Oliver,0.000106,Toirac,0.000258,,,Gongora,0.0001,Aceituno,0.000314,Trujillo,0.0002,Muller,0.00025,Martin,0.00025,Minero,0.00021,Loza,0.00023,Alanes,0.00034,Sagredo,0.000309,Lemus,0.000369,Morillo,0.000355,Cabello,0.000137,Sullca,0.00034,Galli,0.000236855,Urbaneja,0.000305
Narvaez,0.000273,Chaves,0.000105,Cobo,0.000257,,,Valdes,0.0001,Brito,0.000314,Urrea,0.0002,Paredes,0.00024,Green,0.00024,Jiron,0.00021,Costilla,0.00023,Orozco,0.00034,Latorre,0.000305,Cabarcas,0.000369,Loayza,0.000354,Mazacotte,0.000136,Lino,0.00034,del Puerto,0.000236855,La Rosa,0.0003
Gordillo,0.000273,Lamas,0.000105,Montes,0.000257,,,Wright,0.0001,Riquiac,0.000312,Urrutia,0.000196,Huembes,0.00024,Javilla,0.00024,Henrriquez,0.00021,Salgado,0.00023,Acho,0.00034,Yevenes,0.000304,Collazos,0.000367,Quinatoa,0.000354,Solalinde,0.000136,Clemente,0.00034,Ifran,0.000236295,Sucre,0.000297
Quinones,0.000273,Ferrari,0.000105,del Rio,0.000257,,,Nieto,0.0001,Cholom,0.000312,Bustamante,0.000195,Smith,0.00024,Perez,0.00024,Reina,0.00021,Arriola,0.00023,Mansilla,0.00034,Illanes,0.000304,Riveros,0.000366,Gamboa,0.000353,Klassen,0.000135,Lavado,0.00033,Madera,0.000235682,Tirado,0.000296
Barbosa,0.000272,Mari,0.000105,Montenegro,0.000256,,,Chen,0.0001,Ixpata,0.000312,Acevedo,0.000195,Quinonez,0.00024,Duncan,0.00024,Ferrufino,0.00021,Cajal,0.00023,Rioja,0.00034,Moncada,0.000303,Almanza,0.000365,Fierro,0.000351,Harder,0.000135,Granados,0.00033,Carrera,0.000235128,Granado,0.000296
Bojorquez,0.000271,Bird,0.000103,Pons,0.000256,,,Charpentier,0.0001,Tuy,0.000311,Vigil,0.000193,Arceda,0.00024,Echeverria,0.00024,Coca,0.00021,Aramayo,0.00023,Pari,0.00034,Romo,0.000303,Sotelo,0.000364,Ocampo,0.000349,Bedoya,0.000135,Enciso,0.00033,Pesce,0.000234852,Orta,0.000296
Aldana,0.00027,Duran,0.000103,Ferrera,0.000254,,,Vidal,0.0001,Ucelo,0.000309,Callejas,0.000192,Umanzor,0.00024,Watson,0.00024,Corea,0.00021,Balbuena,0.00023,Surubi,0.00034,Santis,0.0003,Villanueva,0.000364,Piguave,0.000349,Azcona,0.000135,del Castillo,0.00033,Rocca,0.000233973,Mirabal,0.000295
Tamayo,0.00027,Berio,0.000103,Venegas,0.000253,,,Garay,0.0001,Aju,0.000308,Cornejo,0.000191,Villavicencio,0.00024,Hooker,0.00024,Galindo,0.00021,Almaraz,0.00023,Panozo,0.00034,Grandon,0.000299,Arbelaez,0.000364,Godoy,0.000349,Sawatzky,0.000135,Grados,0.00033,Valiente,0.000233645,Aguiar,0.000294
Valerio,0.00027,de La Rosa,0.000102,Laurencio,0.000253,,,Arburola,0.0001,Echeverria,0.000308,Mayorquin,0.000191,Useda,0.00024,Trotman,0.00024,Suriano,0.00021,Salomon,0.00023,Mollinedo,0.00034,Tabilo,0.000298,Beleno,0.000363,Villalba,0.000348,Deleon,0.000133,Echevarria,0.00033,Casella,0.000232775,Chaparro,0.000293
Jose,0.000269,Montanez,0.000101,Cantero,0.000251,,,Odio,0.0001,Guillen,0.000307,Gradiz,0.00019,Orosco,0.00024,Ovalles,0.00024,Sura,0.00021,Camargo,0.00023,Huayhua,0.00033,Viveros,0.000298,Moya,0.000361,Lainez,0.000346,Arza,0.000133,Larico,0.00033,Gallardo,0.000230468,Febres,0.000292
Tirado,0.000269,Libran,0.0001,Wong,0.000251,,,Sarmiento,0.0001,Montecinos,0.000306,Lizardo,0.000189,Arbizu,0.00024,Yanez,0.00024,Tadeo,0.00021,Guardia,0.00023,Gabriel,0.00033,Montes,0.000298,Tique,0.000358,Reina,0.000345,Aleman,0.000132,Marcos,0.00033,Pineiro,0.000229568,Rosario,0.000292
Esteban,0.000269,Feliu,0.0001,Oduardo,0.00025,,,Meono,0.0001,Orantes,0.000305,Barnica,0.000189,Santos,0.00023,Carrizo,0.00024,Barrios,0.00021,Grosso,0.00023,Caro,0.00033,Polanco,0.000298,Zarate,0.000357,Villalva,0.000345,Muller,0.000132,Levano,0.00033,Firpo,0.00022899,Arreaza,0.000291
Zacarias,0.000267,Orama,0.0001,Villar,0.00025,,,Pichardo,0.0001,Dubon,0.000305,Nicolas,0.000187,Dormus,0.00023,Pedroza,0.00024,Palomo,0.0002,Taboada,0.00023,Gongora,0.00033,Abarzua,0.000297,Ossa,0.000356,Donoso,0.000341,Cibils,0.000131,Valladares,0.00033,Couto,0.000228676,Granadillo,0.000291
Nino,0.000267,Concepcion,0.000099,Villavicencio,0.00025,,,Aburto,0.0001,Rax,0.000305,Elias,0.000187,Dormuz,0.00023,Abrigo,0.00024,Avendano,0.0002,Almeida,0.00023,Calcina,0.00033,Quilodran,0.000296,Tarazona,0.000356,Pita,0.000341,Olivera,0.00013,Urbano,0.00033,Panizza,0.000226655,Ovalles,0.000291
Larios,0.000266,Pijem,0.000099,Robles,0.000246,,,Gordon,0.0001,Escobedo,0.000305,Cantor,0.000185,Cantarero,0.00023,King,0.00024,Escoto,0.0002,Yapura,0.00023,Humerez,0.00033,Otarola,0.000294,Catano,0.000355,Tandazo,0.00034,Altamirano,0.000128,Taboada,0.00033,Palacio,0.000226347,Madrid,0.000291
Pascual,0.000266,Fernandini,0.000099,Ledesma,0.000246,,,Allen,0.0001,Cardenas,0.000305,Rueda,0.000185,Baldizon,0.00023,Casas,0.00024,Lobo,0.0002,Martino,0.00022,Portillo,0.00033,Garate,0.000293,Garavito,0.000354,Jordan,0.00034,Coronil,0.000128,Javier,0.00033,Abella,0.000225479,Montano,0.000289
Marcial,0.000265,Galera,0.000098,Jardines,0.000246,,,Dobles,0.0001,Xiquin,0.000304,Williams,0.000183,Almanza,0.00023,Ellington,0.00024,Miron,0.0002,Cespedes,0.00022,Enriquez,0.00033,Ureta,0.000292,Pastrana,0.000353,Constante,0.000339,Candado,0.000128,Jauregui,0.00033,Arismendi,0.000225479,Coa,0.000289
Rivero,0.000265,Lorenzo,0.000098,Damas,0.000245,,,Uva,0.0001,Xutuc,0.000303,Sanches,0.000183,Calix,0.00023,Flaco,0.00024,Peralta,0.0002,Avendano,0.00022,Moye,0.00033,Melendez,0.000292,Cepeda,0.000351,Quispe,0.000339,Mosqueira,0.000128,Tocto,0.00033,Carrion,0.000225175,Saez,0.000288
Chable,0.000265,Mora,0.000096,Alpizar,0.000245,,,Vado,0.0001,Citalan,0.000303,Manzanarez,0.000182,Alonzo,0.00023,Obaldia,0.00023,Tobias,0.0002,Melo,0.00022,Burgoa,0.00033,Reinoso,0.000292,Aponte,0.000348,Feijoo,0.000337,Uran,0.000127,Murayari,0.00032,Pimienta,0.000225175,Martin,0.000287
Aguayo,0.000264,Boria,0.000096,Quiala,0.000244,,,Montealegre,0.0001,Urias,0.000302,Gallo,0.000181,Bejarano,0.00022,Sierra,0.00023,Colorado,0.0002,Andino,0.00022,Paye,0.00033,Urrea,0.000292,Rondon,0.000346,Medranda,0.000336,Toews,0.000126,Valles,0.00032,Inzaurralde,0.000223764,Guilarte,0.000286
Elizalde,0.000264,Cepeda,0.000096,Saez,0.000244,,,Suazo,0.0001,Jacinto,0.000301,Araujo,0.000181,Villarreal,0.00022,Brenes,0.00023,Santiago,0.0002,Santucho,0.00022,Alvis,0.00032,Larenas,0.000291,Ricardo,0.000346,Chila,0.000335,Becker,0.000125,Zurita,0.00032,Arellano,0.000223464,Ventura,0.000286
Salcedo,0.000264,Manzano,0.000095,Arguelles,0.000243,,,Duartes,0.0001,Juracan,0.000301,Soliz,0.000181,Vazquez,0.00022,Cumbrera,0.00023,Jacinto,0.0002,Escalada,0.00022,Guachalla,0.00032,Maulen,0.000291,Arciniegas,0.000343,Villao,0.000333,Contreras,0.000124,Celis,0.00032,Chocho,0.000223464,Ocanto,0.000286
Ibanez,0.000263,Torrado,0.000095,Torriente,0.000243,,,Chang,0.00009,Marcos,0.000299,Saavedra,0.00018,Roman,0.00022,Bejarano,0.00023,Suarez,0.0002,Avellaneda,0.00022,Lizarazu,0.00032,Villalon,0.00029,Gordillo,0.000342,Aguayo,0.000333,Melo,0.000121,Martel,0.00032,Fros,0.000223164,Faria,0.000285
Teran,0.000262,Luciano,0.000095,Galindo,0.000243,,,Munguia,0.00009,Gualim,0.000298,Escalon,0.00018,Burgos,0.00022,Monroy,0.00023,Erroa,0.0002,Ramallo,0.00022,Mariaca,0.00032,Carvallo,0.00029,Castilla,0.000341,Hinojosa,0.000331,Basualdo,0.00012,Inuma,0.00031,Berrueta,0.000222866,Villa,0.000285
Sarabia,0.000262,Maritnez,0.000095,Legra,0.000242,,,Morua,0.00009,Moscoso,0.000297,Palencia,0.000178,Olivar,0.00022,Bolivar,0.00023,Jandres,0.0002,Iriarte,0.00022,Segundo,0.00032,Hinojosa,0.000287,Bocanegra,0.000341,Monserrate,0.000331,Castellano,0.00012,Cachique,0.00031,Baccino,0.000222272,Pulgar,0.000283
Giron,0.000262,Osorio,0.000095,Galan,0.000242,,,Pasos,0.00009,Interiano,0.000297,Wood,0.000176,Morazan,0.00022,Centella,0.00023,Jaime,0.0002,Mendieta,0.00022,Chiri,0.00032,Millar,0.000287,Hinestroza,0.00034,Coloma,0.00033,Merlo,0.00012,Pajuelo,0.00031,Verde,0.000222272,Prada,0.000283
Brito,0.000262,Ramis,0.000095,Adan,0.000241,,,Linares,0.00009,Roca,0.000297,Verde,0.000174,Castellano,0.00022,Aguila,0.00023,Palencia,0.0002,Miguel,0.00022,Bustos,0.00032,Camus,0.000287,Chica,0.00034,Falcones,0.000328,,,Marquina,0.00031,Garin,0.000221976,Sotillo,0.000282
Segovia,0.000261,Ralat,0.000095,Barreras,0.000239,,,Osorno,0.00009,Meza,0.000296,Gallegos,0.000174,Monzon,0.00021,Mariano,0.00023,Eguizabal,0.0002,Roa,0.00022,Rea,0.00032,Arteaga,0.000286,Largo,0.000337,Santamaria,0.000328,,,Moscoso,0.00031,Palermo,0.000221976,Laguna,0.000278
Lomeli,0.000261,Arvelo,0.000094,Villalobos,0.000239,,,Robleto,0.00009,Valiente,0.000296,Aragon,0.000173,Paramo,0.00021,Cajar,0.00023,Carabantes,0.00019,Abraham,0.00022,Argote,0.00032,Roco,0.000286,Millan,0.000337,Izquierdo,0.000328,,,Sotomayor,0.00031,Mario,0.000221386,Berroteran,0.000278
