Code,Type,Name,County
34636,PO Box,Istachatta,Hernando
34637,Non-Unique,Land O' Lakes,Pasco
34638,Non-Unique,Land O' Lakes,Pasco
34639,Non-Unique,Land O' Lakes,Pasco
34652,Non-Unique,New Port Richey,Pasco
34653,Non-Unique,New Port Richey,Pasco
34654,Non-Unique,New Port Richey,Pasco
34655,Non-Unique,New Port Richey,Pasco
34656,PO Box,New Port Richey,Pasco
34660,PO Box,Ozona,Pinellas
34661,PO Box,Nobleton,Hernando
34667,Non-Unique,Hudson,Pasco
34668,Non-Unique,Port Richey,Pasco
34669,Non-Unique,Hudson,Pasco
34673,PO Box,Port Richey,Pasco
34674,PO Box,Hudson,Pasco
34677,Non-Unique,Oldsmar,Pinellas
34679,PO Box,Aripeka,Pasco
34680,PO Box,Elfers,Pasco
34681,PO Box,Crystal Beach,Pinellas
34682,PO Box,Palm Harbor,Pinellas
34683,Non-Unique,Palm Harbor,Pinellas
34684,Non-Unique,Palm Harbor,Pinellas
34685,Non-Unique,Palm Harbor,Pinellas
34688,Non-Unique,Tarpon Springs,Pinellas
34689,Non-Unique,Tarpon Springs,Pinellas
34690,Non-Unique,Holiday,Pasco
34691,Non-Unique,Holiday,Pasco
34692,PO Box,Holiday,Pinellas
34695,Non-Unique,Safety Harbor,Pinellas
34697,PO Box,Dunedin,Pinellas
34698,Non-Unique,Dunedin,Pinellas
34705,Non-Unique,Astatula,Lake
34711,Non-Unique,Clermont,Lake
34712,PO Box,Clermont,Lake
34713,PO Box,Clermont,Lake
34714,Non-Unique,Clermont,Lake
34715,Non-Unique,Clermont,Lake
34729,PO Box,Ferndale,Lake
34731,Non-Unique,Fruitland Park,Lake
34734,Non-Unique,Gotha,Orange
34736,Non-Unique,Groveland,Lake
34737,Non-Unique,Howey In The Hills,Lake
34739,Non-Unique,Kenansville,Osceola
34740,PO Box,Killarney,Orange
34741,Non-Unique,Kissimmee,Osceola
34742,PO Box,Kissimmee,Osceola
34743,Non-Unique,Kissimmee,Osceola
34744,Non-Unique,Kissimmee,Osceola
34745,PO Box,Kissimmee,Osceola
34746,Non-Unique,Kissimmee,Osceola
34747,Non-Unique,Kissimmee,Osceola
34748,Non-Unique,Leesburg,Lake
34749,PO Box,Leesburg,Lake
34753,Non-Unique,Mascotte,Lake
34755,PO Box,Minneola,Lake
34756,Non-Unique,Montverde,Lake
34758,Non-Unique,Kissimmee,Osceola
34759,Non-Unique,Kissimmee,Polk
34760,Non-Unique,Oakland,Orange
34761,Non-Unique,Ocoee,Orange
34762,Non-Unique,Okahumpka,Lake
34769,Non-Unique,Saint Cloud,Osceola
34770,PO Box,Saint Cloud,Osceola
34771,Non-Unique,Saint Cloud,Osceola
34772,Non-Unique,Saint Cloud,Osceola
34773,Non-Unique,Saint Cloud,Osceola
34777,PO Box,Winter Garden,Orange
34778,PO Box,Winter Garden,Orange
34785,Non-Unique,Wildwood,Sumter
34786,Non-Unique,Windermere,Orange
34787,Non-Unique,Winter Garden,Orange
34788,Non-Unique,Leesburg,Lake
34789,PO Box,Leesburg,Lake
34797,Non-Unique,Yalaha,Lake
34945,Non-Unique,Fort Pierce,Saint Lucie
34946,Non-Unique,Fort Pierce,Saint Lucie
34947,Non-Unique,Fort Pierce,Saint Lucie
34948,PO Box,Fort Pierce,Saint Lucie
34949,Non-Unique,Fort Pierce,Saint Lucie
34950,Non-Unique,Fort Pierce,Saint Lucie
34951,Non-Unique,Fort Pierce,Saint Lucie
34952,Non-Unique,Port Saint Lucie,Saint Lucie
34953,Non-Unique,Port Saint Lucie,Saint Lucie
34954,PO Box,Fort Pierce,Saint Lucie
34956,Non-Unique,Indiantown,Martin
34957,Non-Unique,Jensen Beach,Martin
34958,PO Box,Jensen Beach,Martin
34972,Non-Unique,Okeechobee,Okeechobee
34973,PO Box,Okeechobee,Okeechobee
34974,Non-Unique,Okeechobee,Glades
34979,PO Box,Fort Pierce,Saint Lucie
34981,Non-Unique,Fort Pierce,Saint Lucie
34982,Non-Unique,Fort Pierce,Saint Lucie
34983,Non-Unique,Port Saint Lucie,Saint Lucie
34984,Non-Unique,Port Saint Lucie,Saint Lucie
34985,PO Box,Port Saint Lucie,Saint Lucie
34986,Non-Unique,Port Saint Lucie,Saint Lucie
34987,Non-Unique,Port Saint Lucie,Saint Lucie
34990,Non-Unique,Palm City,Martin
34991,PO Box,Palm City,Martin
34992,PO Box,Port Salerno,Martin
34994,Non-Unique,Stuart,Martin
34995,PO Box,Stuart,Martin
34996,Non-Unique,Stuart,Martin
34997,Non-Unique,Stuart,Martin
